"plantNum","surv","date.in","date.out","daysout","c8.4","c10.2","c10.7","c18.1","tough","trich","lat","c.pca"
1,1,2016-09-02,2016-08-26,7,0.00431938769798918,0.0544141126417897,0.0308141158843233,0.0159919533611696,110,NA,NA,1.87558736651132
1,1,2016-09-02,2016-08-26,7,0.00431938769798918,0.0544141126417897,0.0308141158843233,0.0159919533611696,110,NA,NA,1.87558736651132
1,1,2016-09-02,2016-08-26,7,0.00431938769798918,0.0544141126417897,0.0308141158843233,0.0159919533611696,110,NA,NA,1.87558736651132
1,1,2016-09-02,2016-08-26,7,0.00431938769798918,0.0544141126417897,0.0308141158843233,0.0159919533611696,110,NA,NA,1.87558736651132
1,0,2016-09-02,2016-08-26,7,0.00431938769798918,0.0544141126417897,0.0308141158843233,0.0159919533611696,110,NA,NA,1.87558736651132
2,1,2016-09-02,2016-08-26,7,0.00579334728134851,0.0210237431582244,0.0401265515889759,0.0182502930689488,145,87.5,0.00102899999999995,2.37138165418463
2,1,2016-09-02,2016-08-26,7,0.00579334728134851,0.0210237431582244,0.0401265515889759,0.0182502930689488,145,87.5,0.00102899999999995,2.37138165418463
2,1,2016-09-02,2016-08-26,7,0.00579334728134851,0.0210237431582244,0.0401265515889759,0.0182502930689488,145,87.5,0.00102899999999995,2.37138165418463
2,0,2016-09-02,2016-08-26,7,0.00579334728134851,0.0210237431582244,0.0401265515889759,0.0182502930689488,145,87.5,0.00102899999999995,2.37138165418463
2,0,2016-09-02,2016-08-26,7,0.00579334728134851,0.0210237431582244,0.0401265515889759,0.0182502930689488,145,87.5,0.00102899999999995,2.37138165418463
3,1,2016-09-02,2016-08-26,7,0.0251424522314438,0.028111677389415,0.0276960329470223,0.0128340002593097,132.5,77.5,0.00531100000000007,1.64331619693281
3,1,2016-09-02,2016-08-26,7,0.0251424522314438,0.028111677389415,0.0276960329470223,0.0128340002593097,132.5,77.5,0.00531100000000007,1.64331619693281
3,1,2016-09-02,2016-08-26,7,0.0251424522314438,0.028111677389415,0.0276960329470223,0.0128340002593097,132.5,77.5,0.00531100000000007,1.64331619693281
3,1,2016-09-02,2016-08-26,7,0.0251424522314438,0.028111677389415,0.0276960329470223,0.0128340002593097,132.5,77.5,0.00531100000000007,1.64331619693281
3,1,2016-09-02,2016-08-26,7,0.0251424522314438,0.028111677389415,0.0276960329470223,0.0128340002593097,132.5,77.5,0.00531100000000007,1.64331619693281
4,1,2016-09-02,2016-08-26,7,0.0432945092075267,0.0191728675670183,0.0275719720939144,0.0135676437541626,165,88,0.00850499999999998,1.65778213076063
4,1,2016-09-02,2016-08-26,7,0.0432945092075267,0.0191728675670183,0.0275719720939144,0.0135676437541626,165,88,0.00850499999999998,1.65778213076063
4,1,2016-09-02,2016-08-26,7,0.0432945092075267,0.0191728675670183,0.0275719720939144,0.0135676437541626,165,88,0.00850499999999998,1.65778213076063
4,1,2016-09-02,2016-08-26,7,0.0432945092075267,0.0191728675670183,0.0275719720939144,0.0135676437541626,165,88,0.00850499999999998,1.65778213076063
4,1,2016-09-02,2016-08-26,7,0.0432945092075267,0.0191728675670183,0.0275719720939144,0.0135676437541626,165,88,0.00850499999999998,1.65778213076063
5,1,2016-09-02,2016-08-26,7,0.0098983711488002,0.0319013023261227,0.0393518053342753,0.0194235813561009,127.5,34,0.00077499999999997,2.36768820823865
5,1,2016-09-02,2016-08-26,7,0.0098983711488002,0.0319013023261227,0.0393518053342753,0.0194235813561009,127.5,34,0.00077499999999997,2.36768820823865
5,1,2016-09-02,2016-08-26,7,0.0098983711488002,0.0319013023261227,0.0393518053342753,0.0194235813561009,127.5,34,0.00077499999999997,2.36768820823865
5,1,2016-09-02,2016-08-26,7,0.0098983711488002,0.0319013023261227,0.0393518053342753,0.0194235813561009,127.5,34,0.00077499999999997,2.36768820823865
5,1,2016-09-02,2016-08-26,7,0.0098983711488002,0.0319013023261227,0.0393518053342753,0.0194235813561009,127.5,34,0.00077499999999997,2.36768820823865
6,1,2016-09-02,2016-08-26,7,0.168797989701593,0.0419623357233816,0.0279914676839026,0.031090713278198,132.5,35.5,NA,2.16076275746293
6,0,2016-09-02,2016-08-26,7,0.168797989701593,0.0419623357233816,0.0279914676839026,0.031090713278198,132.5,35.5,NA,2.16076275746293
6,0,2016-09-02,2016-08-26,7,0.168797989701593,0.0419623357233816,0.0279914676839026,0.031090713278198,132.5,35.5,NA,2.16076275746293
6,0,2016-09-02,2016-08-26,7,0.168797989701593,0.0419623357233816,0.0279914676839026,0.031090713278198,132.5,35.5,NA,2.16076275746293
6,0,2016-09-02,2016-08-26,7,0.168797989701593,0.0419623357233816,0.0279914676839026,0.031090713278198,132.5,35.5,NA,2.16076275746293
7,1,2016-09-02,2016-08-26,7,0.00349693526073544,0.0196382681792249,0.0217234696038008,0.0137938508439858,110,89,0.00342300000000018,1.39177914646893
7,1,2016-09-02,2016-08-26,7,0.00349693526073544,0.0196382681792249,0.0217234696038008,0.0137938508439858,110,89,0.00342300000000018,1.39177914646893
7,1,2016-09-02,2016-08-26,7,0.00349693526073544,0.0196382681792249,0.0217234696038008,0.0137938508439858,110,89,0.00342300000000018,1.39177914646893
7,1,2016-09-02,2016-08-26,7,0.00349693526073544,0.0196382681792249,0.0217234696038008,0.0137938508439858,110,89,0.00342300000000018,1.39177914646893
7,1,2016-09-02,2016-08-26,7,0.00349693526073544,0.0196382681792249,0.0217234696038008,0.0137938508439858,110,89,0.00342300000000018,1.39177914646893
8,1,2016-09-02,2016-08-26,7,0.0625328368079802,0.0448740866707152,0.0516589830672206,0.0371178503960296,42.5,100,NA,3.42875591311629
8,1,2016-09-02,2016-08-26,7,0.0625328368079802,0.0448740866707152,0.0516589830672206,0.0371178503960296,42.5,100,NA,3.42875591311629
8,0,2016-09-02,2016-08-26,7,0.0625328368079802,0.0448740866707152,0.0516589830672206,0.0371178503960296,42.5,100,NA,3.42875591311629
8,0,2016-09-02,2016-08-26,7,0.0625328368079802,0.0448740866707152,0.0516589830672206,0.0371178503960296,42.5,100,NA,3.42875591311629
8,0,2016-09-02,2016-08-26,7,0.0625328368079802,0.0448740866707152,0.0516589830672206,0.0371178503960296,42.5,100,NA,3.42875591311629
9,1,2016-09-02,2016-08-26,7,0.0526964441990624,0.0163672323077314,0.0309225777250335,0.0143258731099984,115,84,0.00424500000000005,1.83466981009394
9,1,2016-09-02,2016-08-26,7,0.0526964441990624,0.0163672323077314,0.0309225777250335,0.0143258731099984,115,84,0.00424500000000005,1.83466981009394
9,1,2016-09-02,2016-08-26,7,0.0526964441990624,0.0163672323077314,0.0309225777250335,0.0143258731099984,115,84,0.00424500000000005,1.83466981009394
