"lgw","plantNum","lat1","lat2","date.out","weight","date.in","tough","init.weight","daysout","c.10.5","c.17.4","c.17.7","c.18.4","c.18.6","card.tot","c.10.5.fin","c.17.4.fin","c.17.7.fin","c.18.4.fin","c.18.6.fin","card.tot.fin","leaf.sample.weight","N2.Amp","perc.N","CO2.Amp","perc.C","trich","c2n","sla","c.pca"
-4.77311557683754,43,0.00202799999999992,0.00199899999999986,"2015/09/20",0.008454,"2015/09/27",60,0.0020155,7,0.203455487142677,0.0180365611403355,0.0118703658564657,0.0229956873046414,0.026772250588679,0.283130352032799,0.336217054973912,0.021576849061506,0.0102147300803481,0.0166917246335942,0.0346513613780588,0.419351720127419,2.973,2647,2,11659,43.38,51,21.69,20.4322580645161,1.03784935137639
-5.00415632799855,43,0.00202799999999992,0.00199899999999986,"2015/09/20",0.00671,"2015/09/27",60,0.0020155,7,0.203455487142677,0.0180365611403355,0.0118703658564657,0.0229956873046414,0.026772250588679,0.283130352032799,0.336217054973912,0.021576849061506,0.0102147300803481,0.0166917246335942,0.0346513613780588,0.419351720127419,2.973,2647,2,11659,43.38,51,21.69,20.4322580645161,1.03784935137639
NA,44,0.00196599999999991,0.000941000000000081,"2015/09/20",NA,"2015/09/27",112.5,0.0020155,7,0.138799186248695,0.0145101734224194,0.00569439680118969,0.0197140271484164,0.0310036672303864,0.209721450851107,0.192306431884145,0.0285865821590377,0.0340168614035802,0.0471238492662641,0.0225397920592644,0.324573516772292,3.066,2552,1.86,12167,44.4,151.5,23.8709677419355,22.5088841506752,0.825082152501975
-4.945268990665,44,0.00196599999999991,0.000941000000000081,"2015/09/20",0.007117,"2015/09/27",112.5,0.0020155,7,0.138799186248695,0.0145101734224194,0.00569439680118969,0.0197140271484164,0.0310036672303864,0.209721450851107,0.192306431884145,0.0285865821590377,0.0340168614035802,0.0471238492662641,0.0225397920592644,0.324573516772292,3.066,2552,1.86,12167,44.4,151.5,23.8709677419355,22.5088841506752,0.825082152501975
-4.67109633610426,45,0.0022660000000001,0.00212400000000001,"2015/09/20",0.009362,"2015/09/27",62.5,0.0020155,7,0.27318644848563,0.00937634523215592,0.00796518519409866,0.0130994208342395,0.034994557165628,0.338621956911752,0.174464790116501,0.013008440879945,0.0115345923372954,0.0660504175904204,0,0.265058240924162,3.043,2946,2.18,11908,43.46,48.5,19.9357798165138,21.6769336071184,0.582546682953353
-4.29650970715112,45,0.0022660000000001,0.00212400000000001,"2015/09/20",0.013616,"2015/09/27",62.5,0.0020155,7,0.27318644848563,0.00937634523215592,0.00796518519409866,0.0130994208342395,0.034994557165628,0.338621956911752,0.174464790116501,0.013008440879945,0.0115345923372954,0.0660504175904204,0,0.265058240924162,3.043,2946,2.18,11908,43.46,48.5,19.9357798165138,21.6769336071184,0.582546682953353
-4.59452702588961,48,0.00263199999999997,0.00338700000000003,"2015/09/20",0.010107,"2015/09/27",97.5,0.0020155,7,0.248978594047113,0.010802015685677,0.0170732659957915,0.00354695363403456,0.0434826153710397,0.323883444733656,0.226414112417072,0.0211148746757729,0.00158412494366275,0.0238632086766384,0.035585295076089,0.308561615789235,3.207,2892,2.04,12803,45.49,98.5,22.2990196078431,22.2401685393258,0.48778608095572
-4.51004184089651,48,0.00263199999999997,0.00338700000000003,"2015/09/20",0.010998,"2015/09/27",97.5,0.0020155,7,0.248978594047113,0.010802015685677,0.0170732659957915,0.00354695363403456,0.0434826153710397,0.323883444733656,0.226414112417072,0.0211148746757729,0.00158412494366275,0.0238632086766384,0.035585295076089,0.308561615789235,3.207,2892,2.04,12803,45.49,98.5,22.2990196078431,22.2401685393258,0.48778608095572
NA,50,0.00110600000000005,0.00130399999999997,"2015/09/20",NA,"2015/09/27",105,0.0020155,7,0.197618586461564,0.0478156824502699,0.0287973561754897,0.0441769706310187,0.0290162122860134,0.347424808004355,0.209358634460367,0.0230741887739079,0.0215926065961121,0,0.0619816563431557,0.316007086173543,3.127,2479,1.78,12490,45.04,74.5,25.3033707865169,25.4377510040161,2.34844624959429
-4.41488045954496,50,0.00110600000000005,0.00130399999999997,"2015/09/20",0.012096,"2015/09/27",105,0.0020155,7,0.197618586461564,0.0478156824502699,0.0287973561754897,0.0441769706310187,0.0290162122860134,0.347424808004355,0.209358634460367,0.0230741887739079,0.0215926065961121,0,0.0619816563431557,0.316007086173543,3.127,2479,1.78,12490,45.04,74.5,25.3033707865169,25.4377510040161,2.34844624959429
